title,summary,n_enrolled,course_type,institution,instructors,Level,subject,language,subtitles,course_hours,price
9.2 Disasters 10: Public Health in the 21st Century10.1 The Threat of Antibiotic Resistance,,"5,157",Self-paced on your time,Columbia University,Alice Kessler-Harris-Nick Juravich-Columbia University Center for Teaching and Learning-New-York Historical Society,Intermediate,History,English,English,30,3975
10.2 The Challenge of Ageing Populations,,"12,159",Self-paced on your time,edX,Erik Brown-James Donald,Introductory,Education & Teacher Training,English,English,8,7870.5
10.3 Health and Sustainable Development - I,,NA,Self-paced on your time,Pontificia Universidad Javeriana,Juan Daniel Cruz-Andrés Mauricio Valdivieso Collazos-Nelson Otaya-María Mónica Herrera Irurita,Introductory,History,Español,Español,50,2305.5
10.4 Health and Sustainable Development - II,,NA,Self-paced on your time,University of Adelaide,Dr Brendan Harding-Dr Melissa Humphries-Dr David Butler-Dr Danny Stevenson,Introductory,Math,English,English,24,6280.5
"10.5 The Future of Public Health""",https://www.edx.org/course/global-public-health,NA,Self-paced on your time,IsraelX,Maxim Topaz,Introductory,Health & Safety,English,English,16,3895.5
Embedded Systems - Shape The World: Microcontroller Input/Output,NA,NA,Self-paced on your time,Georgetown University,Ted Supalla,Introductory,Language,English,English,20,7870.5
Introduction to Animal Behaviour,"Explore the amazing range and complexity of wild animal behaviour. Discover how animals learn, communicate, find food, avoid predators, and interact socially.",NA,Self-paced on your time,NYIF,Jack Farmer,Introductory,Economics & Finance,English,English,8,3975
An introduction to key concepts for studying animal behaviour, including evolution,"7,031",Self-paced on your time,SDG Academy,Jeffrey D. Sachs,Introductory,Economics & Finance,English,English,32,3895.5
How animals learn to adjust their behaviour to their environment, and how they use their mental abilities to solve practical problems. Week 3: Communication,"6,358",Self-paced on your time,Doane University,Susan Sapp-Alice Kindschuh,Intermediate,Law,English,English,50,15820.5
An introduction to the various means animals use to send signals to each other, and how these signals are influenced by the environment and social context. Week 4: Finding food and avoiding predators,NA,Self-paced on your time,Stanford University,Allison Okamura,Introductory,Engineering,English,English,50,10255.5
How animals find and exploit food resources, and how they avoid becoming food themselves. Week 5: Mating systems and parental care,NA,Self-paced on your time,LOGYCA,Juan Carlos Martínez Rodríguez-Alex Fernando Bedoya Villamarín-Andrés Felipe Velandia Venegas-Maria Fernanda Torres Rojas,Introductory,Engineering,Español,Español,25,1987.5
The complexities of creating the next generation, from finding and competing for a mate to rearing offspring. Week 6: Living in groups,"16,015",Self-paced on your time,Delft University of Technology,Rudy Konings-Jan-Leen Kloosterman-Stefaan Pommé-Victor Hugo Sánchez Espinoza,Intermediate,Engineering,English,English,36,3975
The costs and benefits of living with others, how complex social groups arise,"11,431",Self-paced on your time,Catalyst,María del Carmen Bernal González-Alejandra Moreno Maya-Deepali Bagati-Krista Brookman,Introductory,Business & Management,Español,Español,8,3975
Circular Economy: An Introduction,Learn how to contribute to a sustainable economic system by implementing novel business and design approaches,NA,Self-paced on your time,Delft University of Technology,Tina Nane-Anca Hanea-Roger Cooke,Introductory,Business & Management,English,English,36,3975
Public Financial Management,What is the government budget cycle? How should governments prepare policy-oriented budgets? How to hold governments accountable? Learn from an IMF team who advises on budget management and hear testimonies from ministers of finance and civil society.,"8,542",Self-paced on your time,Davidson Next,Stephen Davis-Ben Klein-Jane Wortman,Introductory,Math,English,English,44,3895.5
Anatomy: Human Neuroanatomy,Learn about the different parts of the central nervous system and how they work together with the entire body.,NA,Self-paced on your time,The University of Texas at Austin,Maggie Myers-Robert van de Geijn,Advanced,Computer Science,English,English,192,3895.5
Android: Introducci�n a la Programaci�n,"Desarrollaremos una aplicaci�n de ejemplo, ""Mis Lugares Favoritos,"" para conocer el entorno de desarrollo de Android y sus elementos.","27,182",Self-paced on your time,University of Adelaide,Noel Lindsay-Wendy Lindsay-Zrinka Tokic-Diana Lucic,Introductory,Business & Management,English,English,15,3975
The Ancient Greek Hero,"Discover the literature and heroes of ancient Greece through the Homeric Iliad and Odyssey , the tragedies of Sophocles, the dialogues of Plato, and more.","38,581",Self-paced on your time,Inter-American Development Bank,Jorge Ducci-Juan Mauricio Benavides-Mario Díaz Granados-Luis Alejandro Camacho,Introductory,Environmental Studies,Español,Español,40,1987.5
Agile Leadership Principles and Practices,"Accelerate and improve team decisions by learning Agile�s facilitating leadership principles to unleash team productivity, motivation, and problem solving.","7,421",Self-paced on your time,Università degli Studi di Napoli Federico II,Mauro Calise-Werner Patzelt-Fortunato Musella-Valentina Reda,Introductory,Social Sciences,English,English,36,4690.5
How to Code: Simple Data,This course is part of a MicroMasters� Program,"34,190",Self-paced on your time,University of British Columbia,Gregor Kiczales,Introductory,Computer Science,English,English,18,9937.5
Cybersecurity and Privacy in the IoT,Learn about the security and privacy implications of the IoT and how to design a secure system.,"19,043",Self-paced on your time,The University of Queensland,Professor David J. Mee-Professor Richard G. Morgan-Professor Michael Smart-Associate Professor Vincent Wheatley,Advanced,Engineering,English,English,32,7870.5
Strategic Management,This course is part of a MicroMasters� Program,"16,094",Self-paced on your time,École polytechnique fédérale de Lausanne,Juergen Brugger-Martin Gijs,Advanced,Engineering,English,"English, Français",35,15820.5
Introducci�n a la ciencia de datos y sus aplicaciones,El arte de descubrir las percepciones y tendencias en los datos ha existido durante siglos. ,"7,501",Self-paced on your time,Ural Federal University,Ivan Zamoshchanskii-Kalganova Tatiana,Intermediate,Science,English,English,20,3895.5
"Biochemistry: Biomolecules, Methods, and Mechanisms",Enhance your scientific thinking and data analysis skills with this in-depth adventure through biochemistry.,"14,003",Self-paced on your time,Babson College,Beth Goldstein,Intermediate,Business & Management,English,English,24,11845.5
Astronom�a Virtual,"Se trata de un curso en l�nea para entusiastas de la Astronom�a y las ciencias del espacio, que no requiere de ning�n conocimiento acad�mico previo.","16,467",Self-paced on your time,Arizona State University,"Clive D.L. Wynne,",Intermediate,Social Sciences,English,English,30,13435.5
En este curso vamos a hablar de una de las ciencias fundamentales: la astronom�a. Su historia, sus caracter�sticas b�sicas como ciencia y sus principales hitos. M�dulo 1: ,"20,406",Self-paced on your time,Curtin University,Felix Chan-Steve Hall-Bryan Maybee-Dan Packey,Introductory,Business & Management,English,English,12,11050.5
La Astronom�a como ciencia. Historia de la Astronom�a. Similitudes y diferencias con otras ciencias. La observaci�n astron�mica. M�dulo 2: ,,"9,522",Self-paced on your time,The University of Michigan,Barbara Hiltz,Advanced,Social Sciences,English,English,80,15820.5
La luz, herramienta b�sica de la Astronom�a. La informaci�n que la luz transporta. Naturaleza dual de la luz. M�dulo 3: ,NA,Self-paced on your time,Georgetown University,"Pamela A. Saunders, Ph.D.-Andrew Carle-Sonya Barsness, M.S.-Tara McMulen, Ph.D., MPH",Introductory,Social Sciences,English,English,8,11050.5
Sistemas planetarios: nuestro sistema solar y otros sistemas. Descripci�n de los componentes del sistema solar. Planetas extrasolares. Formas de detecci�n. M�dulo 4: ,,"8,343",Self-paced on your time,The University of Queensland,Cherri Ryan-Mieke van Driel-Allyson Mutch,Introductory,Medicine,English,English,18,4690.5
Las estrellas, principales fuentes de luz e informaci�n sobre el cosmos. Nociones de evoluci�n estelar. Estructura y din�mica interna de las estrellas M�dulo 5: ,"10,019",Self-paced on your time,SDG Academy,Jeffrey D. Sachs,Intermediate,Social Sciences,English,"English, Português, Русский",84,3895.5
Las galaxias, esas islas de luz. �Descubrimiento� de las galaxias. Componentes de las galaxias,NA,Self-paced on your time,University of Washington,Agustín Da Fieno Delucchi-Jorge Russo dos Santos-Pavel Soukenik,Advanced,Computer Science,English,English,20,15820.5
Telescopios. Criterios y consejos sobre la utilizaci�n de m�s apropiada de los diferentes tipos de telescopios," seg�n las observaciones a realizar.""","8,581",Instructor-led on a course schedule,Chalmers University of Technology,Lennart Svensson-Karl Granström-Yuxuan Xia,Advanced,Engineering,English,English,200,19795.5
Nutrition and Cancer,"Discover the latest insights on the role of diet, nutrition and lifestyle in the prevention, occurrence and progression of cancer.",NA,Self-paced on your time,Wageningen University & Research,Justus Wesseler-Dusan Drabik-Hans van Meijl,Advanced,Energy & Earth Sciences,English,English,80,11845.5
Discuss dietary and lifestyle risk factors related to cancer occurrence, by outlining the current WCRF/IARC evidence-based recommendations for cancer prevention. Module 3 Learn about the interaction between nutrition and genes,"6,237",Self-paced on your time,Doane University,Helen Abdali Soosan Fagan,Intermediate,Business & Management,English,English,50,15820.5
"Learn about the importance of dietary and lifestyle guidelines for the increasing group of cancer survivors. Module 5 In this module you will learn about the adherence to guidelines and how important it is to have a clear and correct communication to the public. (This module is only accessible to verified learners.)""",https://www.edx.org/course/nutrition-and-cancer,"14,128",Self-paced on your time,Georgetown University,Daniel Byman-Christine Fair-Bruce Hoffman-Paul Pillar,Introductory,Humanities,English,English,30,3895.5
Build your very first iOS app,Learn how to get started with app development and create your very first iOS app.,"5,741",Self-paced on your time,Tsinghua University,Jing QIAN,Introductory,Social Sciences,English,English,30,11050.5
